"filename", "language", "JSON", "UnityShader", "C#", "UnityAssemblyDefinition", "XML", "Python", "JSON with Comments", "reStructuredText", "Shell Script", "Markdown", "Ini", "C", "Properties", "comment", "blank", "total"
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\fr\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2361
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\it\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2310
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\ja\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2852
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\ko\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2846
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\ru\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2290
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\zh-hans\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2367
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\net46\zh-hant\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2368
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2306
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\de\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2350
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\es\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2322
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\fr\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2361
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\it\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2310
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\ja\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2852
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\ko\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2846
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\ru\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2290
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\zh-hans\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2367
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netcore50\zh-hant\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2368
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2306
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\de\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2350
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\es\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2322
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\fr\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2361
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\it\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2310
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\ja\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2852
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\ko\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2846
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\ru\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2290
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\zh-hans\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2367
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.1\zh-hant\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2368
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2306
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\de\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2350
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\es\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2322
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\fr\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2361
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\it\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2310
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\ja\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2852
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\ko\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2846
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\ru\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2290
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\zh-hans\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2367
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Http.4.3.0\ref\netstandard1.3\zh-hant\System.Net.Http.xml", "XML", 0, 0, 0, 0, -2368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2368
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1408
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\de\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1410
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\es\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1421
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\fr\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1446
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\it\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1411
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\ja\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1569
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\ko\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1564
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\ru\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1377
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\zh-hans\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1466
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netcore50\zh-hant\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1477
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1408
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\de\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1410
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\es\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1421
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\fr\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1446
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\it\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1411
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\ja\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1569
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\ko\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1564
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\ru\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1377
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\zh-hans\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1466
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.0\zh-hant\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1477
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1408
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\de\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1410
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\es\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1421
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\fr\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1446
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\it\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1411
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\ja\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1569
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\ko\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1564
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\ru\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1377
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\zh-hans\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1466
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.1\zh-hant\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1477
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1408
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\de\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1410
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\es\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1421
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\fr\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1446
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\it\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1411
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\ja\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1569
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\ko\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1564
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\ru\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1377
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\zh-hans\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1466
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Primitives.4.3.0\ref\netstandard1.3\zh-hant\System.Net.Primitives.xml", "XML", 0, 0, 0, 0, -1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1477
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -392
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\de\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -394
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\es\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -406
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\fr\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -426
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\it\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -398
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\ja\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -460
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\ko\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -466
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\ru\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -393
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\zh-hans\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -434
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Net.Sockets.4.3.0\ref\netstandard1.3\zh-hant\System.Net.Sockets.xml", "XML", 0, 0, 0, 0, -441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -441
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\de\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\es\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -726
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\fr\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -733
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\it\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\ja\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -786
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\ko\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -788
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\ru\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -707
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\zh-hans\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -740
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netcore50\zh-hant\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -742
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\de\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\es\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -726
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\fr\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -733
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\it\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\ja\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -786
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\ko\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -788
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\ru\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -707
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\zh-hans\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -740
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.0\zh-hant\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -742
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\de\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\es\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -726
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\fr\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -733
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\it\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -730
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.ObjectModel.4.3.0\ref\netstandard1.3\ja\System.ObjectModel.xml", "XML", 0, 0, 0, 0, -786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -786
