"filename", "language", "JSON", "C#", "UnityShader", "Database", "XML", "Shell Script", "comment", "blank", "total"
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\PlayerChoiceEvent.cs", "C#", 0, 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\SE.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\Setting\CheckBox.cs", "C#", 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\Setting\IOptionInput.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\Setting\Settings.asmdef", "JSON", 2, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\Setting\Settings.cs", "C#", 0, 86, 0, 0, 0, 0, 0, 13, 99
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Model\Setting\Slider.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Action\DropItem.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Action\Swap.cs", "C#", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\BehaviorResult.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\CharacterControlInputReceiver.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\EnemyBehavior.cs", "C#", 0, -26, 0, 0, 0, 0, 1, -1, -26
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\ICharacterBehavior.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\MoveGenerater.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 2, 35
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Behavior\PlayerBehavior.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Character.cs", "C#", 0, 43, 0, 0, 0, 0, 0, 5, 48
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\CharacterFactory.cs", "C#", 0, 122, 0, 0, 0, 0, 0, 4, 126
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\CharacterSkill.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\CharacterStatusManager.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\Acceleration.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\AddAttackMultiplier.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\AddConditionResistanceMultiplier.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 7, 46
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\AddMaxHp.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\AddResistanceMultiplier.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\CharacterConditions.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\Dominated.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\FlagCondition.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\NaturalHeal.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\Poisoned.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\Slept.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Conditions\Slowness.cs", "C#", 0, -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Player.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\Stats\CharacterStats.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 4, 37
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Characters\VisionRange.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\AbsorbsEffect.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 3, 45
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\AlertEffect.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\AttackEffect.cs", "C#", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\BreakEffect.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\ElementPower.cs", "C#", 0, -52, 0, 0, 0, 0, 0, -7, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\InventoryTargetSkill.cs", "C#", 0, 67, 0, 0, 0, 0, 0, 10, 77
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\InventoryTargetSkillResult.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\ItemTargetSkill.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\SkillExtension.cs", "C#", 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\SpawnActorlessEffectSkill.cs", "C#", 0, 183, 0, 0, 0, 0, 0, 23, 206
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Effect\SpawnEffectSkill.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Bonfire.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 0, 17
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Chest.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\ChoiceReceiver.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\InfoReceiver.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\ItemSelectorExtension.cs", "C#", 0, 35, 0, 0, 0, 0, 0, 3, 38
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\MagicPot.cs", "C#", 0, 85, 0, 0, 0, 0, 0, 11, 96
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Money.cs", "C#", 0, -17, 0, 0, 0, 0, 0, -2, -19
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\PlayerChoiceEvent.cs", "C#", 0, -35, 0, 0, 0, 0, 0, -5, -40
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\PlayerEvent.cs", "C#", 0, -8, 0, 0, 0, 0, 0, 0, -8
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\PlayerEventExtensions.cs", "C#", 0, 115, 0, 0, 0, 0, 0, 14, 129
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\ScheduledEvent.cs", "C#", 0, 38, 0, 0, 0, 0, 0, 7, 45
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Stairs.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Statue.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 9, 73
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Events\Teleporter.cs", "C#", 0, 47, 0, 0, 0, 0, 0, 8, 55
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\InventoryEffect\ChangeItemAll.cs", "C#", 0, 32, 0, 0, 0, 0, 0, 4, 36
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\InventoryEffect\RepairAll.cs", "C#", 0, 45, 0, 0, 0, 0, 0, 5, 50
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\ChangeItem.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\CurseItem.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\Identify.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\Repair.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\UnleashCurse.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\ItemEffect\UpgradeItem.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\BaseItem.cs", "C#", 0, 538, 0, 0, 0, 0, 0, 67, 605
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\DirectWeapon.cs", "C#", 0, 308, 0, 0, 0, 0, 1, 20, 329
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\Inventory.cs", "C#", 0, 40, 0, 0, 0, 0, 0, 4, 44
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\InventoryIndexReceiver.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\Item.cs", "C#", 0, -415, 0, 0, 0, 0, 1, -56, -470
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\ItemEntity.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\ItemExtension.cs", "C#", 0, 83, 0, 0, 0, 0, 0, 7, 90
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\ItemFocus.cs", "C#", 0, -24, 0, 0, 0, 0, 0, -1, -25
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\ItemMerger.cs", "C#", 0, 57, 0, 0, 0, 0, 0, 1, 58
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\Storage.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\StorageItem.cs", "C#", 0, 82, 0, 0, 0, 0, 0, 8, 90
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\ThrowAnimationEntity.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Items\WeaponFactory.cs", "C#", 0, -40, 0, 0, 0, 0, 0, -3, -43
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Logs\GameLog.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Map\ITilemap.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Map\ITilemapViewer.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Map\InfiniteTilemap.cs", "C#", 0, 224, 0, 0, 0, 0, 0, 33, 257
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Map\Tilemap.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Map\TilemapBuilder.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Rooms\Clerk.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Rooms\Room.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Domain\Service\Rooms\Shop.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\CharacterManager.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\Dungeon.cs", "C#", 0, -1, 0, 0, 0, 0, 0, -1, -2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\EntityManager.cs", "C#", 0, 308, 0, 0, 0, 0, 5, 32, 345
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\EventEntityManager.cs", "C#", 0, 76, 0, 0, 0, 0, 0, 5, 81
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\GameManager.cs", "C#", 0, 96, 0, 0, 0, 0, 0, 17, 113
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\Globals.cs", "C#", 0, -13, 0, 0, 0, 0, 0, -1, -14
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\ItemManager.cs", "C#", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\MapBuilder.cs", "C#", 0, 66, 0, 0, 0, 0, 0, 9, 75
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\MapManager.cs", "C#", 0, -108, 0, 0, 0, 0, -5, -24, -137
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\MapPosition.cs", "C#", 0, -5, 0, 0, 0, 0, 0, -1, -6
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\MovementData.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\SQLiteDatabase.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\SaveDataManager.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\Statistics.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\TurnController.cs", "C#", 0, 38, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\World.cs", "C#", 0, -38, 0, 0, 0, 0, 0, -4, -42
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Game\WorldMapBuilder.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 2, 66
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\CharacterCommands.cs", "C#", 0, 82, 0, 0, 0, 0, 0, 8, 90
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\CommandUtilities.cs", "C#", 0, 30, 0, 0, 0, 0, 10, 4, 44
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\DebugCommands.cs", "C#", 0, 17, 0, 0, 0, 0, 4, 1, 22
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\ItemCommands.cs", "C#", 0, 121, 0, 0, 0, 0, 0, 9, 130
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\LogCommands.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 3, 51
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\MapCommands.cs", "C#", 0, 14, 0, 0, 0, 0, 25, 1, 40
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Command\SpawnCommands.cs", "C#", 0, 86, 0, 0, 0, 0, 0, 7, 93
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Container.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\DebugCommands.cs", "C#", 0, -281, 0, 0, 0, 0, 0, -36, -317
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\InitPresenter.cs", "C#", 0, 59, 0, 0, 0, 0, 2, 2, 63
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\InputPresenter.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 2, 19
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Input\InputReceiver.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 16, 80
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Input\MyInputAction.cs", "C#", 0, 1329, 0, 0, 0, 0, 435, 32, 1796
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\InventoryViewIndexExtensions.cs", "C#", 0, 27, 0, 0, 0, 0, 0, 1, 28
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\ItemSelectPresenter.cs", "C#", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\KeyCharacterPresenter.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\MainMenuPresenter.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\PlayerCameraController.cs", "C#", 0, -27, 0, 0, 0, 0, 0, -2, -29
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\PlayerCameraPresenter.cs", "C#", 0, 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\PlayerInventoryPresenter.cs", "C#", 0, -82, 0, 0, 0, 0, 0, -4, -86
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\PlayerPresenter.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Presenter.cs", "C#", 0, -35, 0, 0, 0, 0, -2, -3, -40
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\Provider.asmdef", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SettingPresenter.cs", "C#", 0, 1, 0, 0, 0, 0, 0, -1, 0
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\ShopInfoPresenter.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SoundPresenter.cs", "C#", 0, 30, 0, 0, 0, 0, 0, -1, 29
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\StatisticsPresenter.cs", "C#", 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedCharacterView.cs", "C#", 0, -101, 0, 0, 0, 0, 0, -15, -116
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedEntityView.cs", "C#", 0, -62, 0, 0, 0, 0, 0, -11, -73
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedFireEntityView.cs", "C#", 0, -50, 0, 0, 0, 0, 0, -9, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedIconEntityView.cs", "C#", 0, -95, 0, 0, 0, 0, 0, -15, -110
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedItemView.cs", "C#", 0, -53, 0, 0, 0, 0, 0, -10, -63
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedThrowAnimationEntityView.cs", "C#", 0, -52, 0, 0, 0, 0, 0, -9, -61
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedCharacterView.cs", "C#", 0, 105, 0, 0, 0, 0, 0, 16, 121
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedEntityView.cs", "C#", 0, 62, 0, 0, 0, 0, 0, 11, 73
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedFireEntityView.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 9, 57
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedIconEntityView.cs", "C#", 0, 112, 0, 0, 0, 0, 0, 16, 128
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedItemView.cs", "C#", 0, 52, 0, 0, 0, 0, 0, 10, 62
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\SynchronizedView\SynchronizedThrowAnimationEntityView.cs", "C#", 0, 51, 0, 0, 0, 0, 0, 9, 60
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Provider\TilemapPresenter.cs", "C#", 0, 6, 0, 0, 0, 0, 0, -1, 5
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\EnumerableExtension.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\Id.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\ObservableExtension.cs", "C#", 0, 8, 0, 0, 0, 0, -2, 2, 8
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\RandUtils.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\ScriptableObjectLoader.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\Serialize\ScriptableObjectSerializable.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\Table\ICorrectionTable.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\VectorExtension.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 5, 25
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\ViewCalculator.cs", "C#", 0, 34, 0, 0, 0, 0, 0, 7, 41
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\WorldCreater\WorldCreater.cs", "C#", 0, 69, 0, 0, 0, 0, 0, 5, 74
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\Utilities\WorldCreater\WorldTileCategory.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\BGMManager.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\BonfireView.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\CharacterView.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\DamageText.cs", "C#", 0, 3, 0, 0, 0, 0, 0, -1, 2
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\DamageTextSpawner.cs", "C#", 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\EntityView.cs", "C#", 0, -10, 0, 0, 0, 0, 0, 0, -10
"c:\Users\Torte\Documents\Unity\LogRogue\Assets\Scripts\View\InputReceiver.cs", "C#", 0, -71, 0, 0, 0, 0, 0, -16, -87
